POS,NEG,HAS_NO,HAS_EXCLAMATION,WORDS,PRONOUNS,LABEL
8845,1,0,0,1,1.0986122886681098,0,positive
8847,4,0,0,0,2.1972245773362196,2,positive
8848,5,4,0,0,3.4657359027997265,1,negative
8854,2,1,0,1,3.091042453358316,0,positive
8855,2,3,0,0,3.1354942159291497,3,negative
8857,1,0,0,1,1.0986122886681098,0,positive
8859,4,0,0,1,2.772588722239781,0,positive
8860,3,0,0,1,2.5649493574615367,2,positive
8861,2,1,0,0,2.5649493574615367,1,positive
8862,0,1,0,0,1.6094379124341003,0,negative
8863,1,1,0,0,2.0794415416798357,1,negative
8864,4,3,0,0,3.4965075614664802,3,negative
8870,4,3,0,1,3.258096538021482,3,positive
8871,0,0,0,0,2.0794415416798357,1,positive
8876,3,1,0,1,2.0794415416798357,0,positive
8879,4,2,0,0,2.995732273553991,3,positive
8881,5,1,0,0,2.4849066497880004,1,negative
8882,2,1,0,0,2.70805020110221,1,positive
8883,5,1,0,0,2.9444389791664403,5,negative
8884,1,0,0,0,1.0986122886681098,0,positive
8885,2,0,0,0,1.9459101490553132,1,negative
8886,6,2,0,0,3.258096538021482,2,negative
8887,7,4,0,0,3.258096538021482,4,negative
8888,8,1,1,1,3.091042453358316,0,negative
8890,3,4,0,0,3.295836866004329,5,negative
8891,3,1,0,0,2.6390573296152584,4,positive
8895,3,4,0,0,3.1780538303479458,3,positive
8897,4,2,0,0,2.8903717578961645,0,negative
8898,6,3,0,0,3.1354942159291497,1,negative
8899,7,1,0,1,3.1780538303479458,2,positive
8900,7,3,1,0,3.4657359027997265,2,negative
8901,2,2,0,0,3.332204510175204,7,negative
8902,5,0,0,1,3.258096538021482,1,positive
8903,0,0,0,0,1.6094379124341003,0,negative
8906,2,0,0,1,2.9444389791664403,3,positive
8907,1,0,0,0,2.8903717578961645,0,positive
8909,4,0,0,1,2.995732273553991,0,positive
8911,0,1,0,0,2.6390573296152584,1,positive
8912,4,3,0,1,3.044522437723423,2,positive
8913,2,0,0,1,2.833213344056216,0,negative
8916,3,2,0,0,3.4965075614664802,2,negative
8917,0,0,0,1,1.3862943611198906,1,positive
8920,4,5,0,0,3.332204510175204,3,negative
8922,7,1,0,1,3.044522437723423,1,positive
8923,6,3,0,0,3.4011973816621555,0,negative
8924,6,3,0,1,3.2188758248682006,2,positive
8925,2,1,0,1,2.5649493574615367,0,positive
8926,3,0,0,0,2.5649493574615367,1,positive
8927,5,3,0,0,3.295836866004329,6,negative
8928,7,2,0,0,3.367295829986474,4,negative
8929,2,0,0,0,1.6094379124341003,0,positive
8930,9,4,0,0,3.332204510175204,4,negative
8933,4,3,0,0,3.091042453358316,3,negative
8935,0,1,0,0,1.6094379124341003,1,negative
8937,6,3,1,0,3.1780538303479458,3,negative
8938,4,2,0,0,3.2188758248682006,3,negative
8939,6,3,0,0,3.044522437723423,3,positive
8940,4,1,0,1,3.332204510175204,1,positive
8942,4,3,0,1,3.258096538021482,2,positive
8943,3,4,0,0,3.091042453358316,2,negative
8944,6,3,0,0,3.044522437723423,0,negative
8946,6,2,1,0,3.091042453358316,1,negative
8948,3,0,0,1,3.258096538021482,5,positive
8950,0,0,0,1,1.3862943611198906,1,positive
8953,3,2,0,0,3.2188758248682006,2,negative
8954,1,1,0,0,2.70805020110221,0,positive
8955,4,0,0,0,2.4849066497880004,3,negative
8958,8,3,0,0,3.044522437723423,1,negative
8959,8,2,0,0,3.295836866004329,2,negative
8961,5,1,1,0,3.091042453358316,1,positive
8962,2,1,0,1,3.4339872044851463,3,positive
8964,2,0,0,1,2.5649493574615367,1,negative
8966,11,1,0,0,3.4339872044851463,5,negative
8967,4,0,0,0,2.5649493574615367,0,negative
8970,11,3,0,0,3.5263605246161616,3,negative
8972,1,0,0,0,2.0794415416798357,2,negative
8973,3,1,0,0,3.258096538021482,0,negative
8974,1,2,0,1,2.70805020110221,2,positive
8976,4,3,0,0,3.1780538303479458,1,negative
8977,4,3,0,0,3.1354942159291497,1,negative
8979,8,3,0,0,3.332204510175204,4,negative
8980,3,2,0,0,2.70805020110221,1,negative
8981,1,2,1,0,3.4339872044851463,1,negative
8983,9,3,0,0,3.258096538021482,3,negative
8984,5,2,0,0,3.1354942159291497,2,negative
8985,5,2,0,0,3.4011973816621555,3,positive
8986,6,1,0,0,3.367295829986474,2,negative
8987,3,2,0,0,3.1354942159291497,1,negative
8989,5,1,1,0,3.367295829986474,2,negative
8990,3,2,0,0,2.833213344056216,2,negative
8991,2,0,0,0,2.4849066497880004,1,negative
8992,8,5,0,1,3.4657359027997265,3,negative
8993,2,0,0,1,2.4849066497880004,3,positive
8994,3,4,1,1,3.5263605246161616,3,negative
8999,1,0,0,0,1.6094379124341003,0,positive
9000,5,1,0,0,3.044522437723423,4,negative
9002,4,2,0,0,3.1780538303479458,2,negative
9003,0,0,0,1,1.6094379124341003,1,positive
9005,2,3,0,0,2.6390573296152584,1,negative
9006,6,3,1,1,3.4011973816621555,2,negative
9007,6,2,0,0,3.258096538021482,1,negative
9009,3,1,0,1,3.4011973816621555,1,negative
9012,7,3,0,0,3.4657359027997265,3,negative
9013,6,1,0,1,3.044522437723423,0,negative
9014,4,1,0,0,3.332204510175204,6,negative
9015,3,1,0,0,2.1972245773362196,0,negative
9016,4,2,0,0,3.332204510175204,1,negative
9017,6,0,0,1,3.091042453358316,4,negative
9018,2,2,0,0,2.5649493574615367,1,negative
9019,5,1,0,0,3.091042453358316,1,negative
9021,9,4,1,0,3.332204510175204,4,negative
9022,8,3,0,0,3.332204510175204,1,negative
9023,2,0,0,0,3.295836866004329,5,negative
9024,7,3,0,0,3.1354942159291497,2,positive
9027,3,3,0,0,3.332204510175204,2,negative
9028,8,4,0,0,3.5553480614894135,6,negative
9029,6,3,0,0,3.258096538021482,4,negative
9030,5,5,0,0,3.367295829986474,1,negative
9032,8,1,0,0,2.8903717578961645,5,negative
9033,3,1,0,0,3.295836866004329,3,negative
9034,2,2,0,0,3.044522437723423,3,negative
9035,2,0,0,0,1.791759469228055,1,positive
9037,3,4,0,1,3.295836866004329,2,negative
9039,3,7,0,0,3.4011973816621555,3,negative
9040,6,5,0,0,3.1780538303479458,2,negative
9041,4,4,0,1,3.332204510175204,5,negative
9042,7,0,0,0,3.091042453358316,4,negative
9043,7,1,0,0,3.1780538303479458,4,negative
9044,1,0,0,1,1.6094379124341003,0,positive
9047,2,1,0,0,3.1780538303479458,4,negative
9049,8,0,0,0,3.044522437723423,3,negative
9050,5,4,0,0,3.258096538021482,0,negative
9051,5,2,0,0,3.332204510175204,6,negative
9054,8,4,0,0,3.1354942159291497,3,negative
9056,2,0,0,1,2.70805020110221,2,negative
9058,6,3,1,0,3.4657359027997265,1,negative
9062,6,6,0,0,3.4011973816621555,3,negative
9063,7,2,0,1,3.295836866004329,4,negative
9065,1,0,0,0,1.791759469228055,1,positive
9066,5,1,0,0,2.995732273553991,0,negative
9068,5,2,0,0,3.044522437723423,2,negative
9069,6,1,0,0,3.044522437723423,2,negative
9070,5,3,0,0,3.1780538303479458,0,negative
9071,5,3,0,0,3.295836866004329,3,negative
9072,7,1,0,0,3.1354942159291497,5,positive
9073,8,2,0,1,3.4011973816621555,4,negative
9074,4,1,0,0,3.4011973816621555,2,negative
9075,5,0,1,1,2.833213344056216,2,positive
9076,5,2,1,0,2.8903717578961645,2,negative
9077,5,2,0,0,3.4339872044851463,2,negative
9078,1,1,0,1,2.5649493574615367,2,negative
9079,9,2,0,1,3.4965075614664802,6,negative
9080,4,1,0,1,3.091042453358316,1,negative
9081,8,2,0,0,3.332204510175204,5,negative
9082,4,3,0,0,3.2188758248682006,2,negative
9083,3,1,0,0,1.791759469228055,1,positive
9084,4,3,0,0,3.1780538303479458,1,negative
9085,8,2,0,0,3.4011973816621555,5,negative
9086,7,2,1,1,3.5263605246161616,1,negative
9087,5,2,0,0,2.772588722239781,4,negative
9088,2,3,0,0,2.772588722239781,0,negative
9089,4,5,0,0,3.332204510175204,3,negative
9090,6,2,0,0,3.4965075614664802,1,negative
9091,4,1,0,0,3.2188758248682006,5,negative
9092,4,5,0,1,3.091042453358316,1,negative
9093,4,2,0,0,3.1354942159291497,2,negative
9094,3,2,0,0,2.6390573296152584,1,negative
9095,8,1,0,0,3.1780538303479458,4,negative
9096,7,4,0,0,3.1780538303479458,3,negative
9097,1,0,1,0,3.332204510175204,2,negative
9098,7,3,0,0,3.295836866004329,2,negative
9099,2,1,1,0,1.9459101490553132,0,negative
9100,2,2,0,0,2.1972245773362196,1,negative
9101,3,1,0,0,3.367295829986474,1,negative
9102,8,0,0,0,3.091042453358316,3,negative
9104,9,3,0,0,3.4657359027997265,2,negative
9105,5,0,0,1,2.3978952727983707,1,positive
9108,5,1,0,0,3.2188758248682006,3,positive
9109,6,5,0,1,3.4339872044851463,1,negative
9111,4,0,0,0,3.1354942159291497,2,negative
9112,5,0,0,0,2.6390573296152584,1,negative
9113,5,0,0,0,3.1780538303479458,0,negative
9114,2,1,0,0,2.9444389791664403,2,negative
9115,3,2,0,1,3.2188758248682006,3,positive
9116,1,0,0,0,2.3978952727983707,1,negative
9117,3,3,0,0,3.258096538021482,6,negative
9118,2,1,0,0,2.6390573296152584,2,negative
9119,5,0,0,0,2.4849066497880004,1,negative
9120,8,6,0,0,3.5263605246161616,5,negative
9121,2,2,0,0,2.5649493574615367,1,negative
9122,9,4,0,0,3.332204510175204,4,negative
9123,2,0,0,0,2.302585092994046,1,negative
9124,3,3,0,0,3.367295829986474,2,negative
9125,3,0,1,0,3.044522437723423,0,negative
9126,5,1,0,0,3.4965075614664802,3,negative
9127,5,3,0,1,3.4011973816621555,4,negative
9128,6,0,0,0,3.4339872044851463,0,negative
9129,6,1,0,0,3.4011973816621555,5,negative
9131,3,1,0,0,2.772588722239781,2,negative
9133,2,3,0,0,2.6390573296152584,1,negative
9134,5,3,1,0,2.995732273553991,1,negative
9135,1,1,0,0,1.6094379124341003,0,negative
9136,5,4,0,0,3.1780538303479458,3,negative
9137,3,1,0,0,3.332204510175204,4,negative
9138,4,1,0,0,2.995732273553991,3,negative
9139,4,1,0,0,2.9444389791664403,4,negative
9140,7,5,0,0,3.4657359027997265,4,negative
9141,10,2,0,0,3.4339872044851463,5,negative
9142,6,2,0,1,3.4011973816621555,3,positive
9143,4,3,0,0,3.1354942159291497,4,negative
9144,5,1,0,1,2.70805020110221,1,negative
9145,4,0,0,1,2.8903717578961645,0,positive
9146,1,1,0,0,2.1972245773362196,1,negative
9147,5,0,0,0,3.044522437723423,0,negative
9148,0,0,0,1,2.70805020110221,2,negative
9149,1,3,0,0,3.091042453358316,4,positive
9150,4,3,0,1,3.1780538303479458,2,negative
9151,4,0,0,0,2.1972245773362196,0,negative
9152,7,3,1,0,3.6109179126442243,4,negative
9153,6,4,0,0,3.332204510175204,2,negative
9154,1,3,0,0,3.1354942159291497,3,negative
9155,4,0,0,0,1.9459101490553132,0,negative
9156,3,1,0,0,3.258096538021482,2,negative
9157,6,0,0,0,2.8903717578961645,3,negative
9158,6,1,0,0,3.367295829986474,4,negative
9159,10,0,0,1,3.4965075614664802,3,positive
9160,9,2,0,0,3.4657359027997265,4,negative
9161,4,1,0,0,3.5263605246161616,4,negative
9162,6,3,0,0,3.2188758248682006,2,negative
9163,4,5,0,0,3.4011973816621555,3,negative
9164,0,3,0,0,2.1972245773362196,2,negative
9165,3,3,0,1,3.295836866004329,1,negative
9166,3,1,1,0,3.1780538303479458,2,negative
9167,2,1,0,0,3.332204510175204,5,negative
9170,5,2,1,0,2.833213344056216,0,negative
9171,3,3,0,0,3.258096538021482,2,negative
9172,4,3,1,1,3.2188758248682006,4,negative
9173,6,1,0,0,3.367295829986474,3,negative
9174,5,4,0,0,3.258096538021482,4,negative
9175,4,0,0,0,3.258096538021482,5,negative
9176,4,1,1,0,2.833213344056216,3,negative
9177,6,1,0,0,3.4965075614664802,4,negative
9178,2,3,0,1,3.2188758248682006,4,negative
9179,10,0,0,0,2.833213344056216,1,negative
9180,4,1,0,0,2.302585092994046,1,negative
9181,3,2,0,0,3.2188758248682006,2,negative
9182,1,3,0,1,2.772588722239781,1,negative
9183,4,0,1,0,3.1354942159291497,2,negative
9184,5,1,0,0,3.332204510175204,6,negative
9185,3,2,0,1,3.4339872044851463,1,negative
9186,3,1,0,1,3.1354942159291497,3,negative
9187,4,0,0,0,3.332204510175204,2,negative
9188,3,2,0,0,3.258096538021482,9,negative
9189,5,0,0,1,3.5263605246161616,5,positive
9190,6,2,0,0,3.332204510175204,4,negative
9191,11,1,0,1,3.4657359027997265,4,negative
9192,7,3,0,0,3.258096538021482,3,negative
9194,0,2,0,0,1.0986122886681098,0,negative
9195,3,3,1,0,3.2188758248682006,2,negative
9196,5,3,0,1,3.2188758248682006,1,negative
9197,6,1,1,0,3.258096538021482,2,negative
9198,4,2,0,0,3.2188758248682006,2,negative
9199,1,7,0,1,3.332204510175204,2,negative
9200,5,4,0,0,3.332204510175204,3,negative
9201,4,3,0,0,3.258096538021482,5,negative
9203,3,6,0,0,3.4011973816621555,7,negative
9204,6,1,1,0,3.091042453358316,1,negative
9206,3,1,0,0,3.5553480614894135,2,negative
9207,4,1,0,0,3.1780538303479458,5,negative
9208,6,4,0,0,3.4011973816621555,3,negative
9209,4,3,0,0,3.4011973816621555,6,negative
9210,4,0,0,0,3.044522437723423,4,negative
9211,0,1,0,0,1.9459101490553132,2,negative
9212,5,1,0,0,3.044522437723423,2,negative
9213,11,2,0,0,3.6635616461296463,0,negative
9214,3,2,1,0,3.091042453358316,5,negative
9215,5,1,1,0,3.4339872044851463,4,negative
9217,6,4,1,0,2.995732273553991,3,negative
9218,7,4,0,1,3.4339872044851463,2,negative
9219,8,0,0,1,3.332204510175204,4,negative
9220,3,1,0,0,2.5649493574615367,1,negative
9222,3,0,1,0,2.4849066497880004,2,positive
9224,4,3,0,0,3.2188758248682006,2,negative
9225,2,1,0,0,2.302585092994046,0,negative
9226,6,2,0,1,3.091042453358316,1,negative
9227,6,1,0,0,3.4965075614664802,2,negative
9228,5,4,0,0,3.5263605246161616,4,negative
9229,4,2,0,0,3.295836866004329,5,negative
9230,7,2,0,0,3.295836866004329,3,negative
9231,6,1,1,0,3.258096538021482,4,negative
9232,3,2,0,0,3.4011973816621555,2,negative
9233,3,3,0,0,2.772588722239781,1,negative
9234,3,6,0,0,2.995732273553991,0,negative
9235,4,5,0,0,3.1780538303479458,0,negative
9236,0,0,0,0,1.791759469228055,0,negative
9237,3,2,0,0,2.9444389791664403,0,negative
9238,1,5,0,0,3.044522437723423,2,negative
9239,1,2,0,0,2.70805020110221,1,negative
9240,2,1,0,0,2.70805020110221,2,positive
9241,6,2,0,1,3.1780538303479458,0,negative
9242,4,7,0,0,3.367295829986474,3,negative
9243,6,4,0,0,3.258096538021482,3,negative
9244,6,1,0,0,3.4657359027997265,2,positive
9245,7,2,0,0,3.4339872044851463,1,negative
9246,3,5,0,0,3.4011973816621555,3,negative
9248,3,3,1,0,3.044522437723423,1,negative
9249,4,1,0,0,2.833213344056216,2,negative
9250,6,2,0,0,3.258096538021482,3,negative
9251,5,0,0,1,3.295836866004329,4,negative
9252,3,2,0,0,2.772588722239781,0,negative
9253,5,2,1,0,3.332204510175204,3,negative
9255,0,0,0,0,1.9459101490553132,0,negative
9259,5,4,0,0,2.8903717578961645,3,negative
9260,4,3,0,0,3.044522437723423,1,negative
9261,6,0,0,0,2.772588722239781,2,negative
9262,5,1,1,0,3.044522437723423,1,negative
9263,1,1,0,0,1.3862943611198906,0,negative
9264,5,3,0,0,3.295836866004329,3,negative
9265,6,2,0,0,3.1780538303479458,4,negative
9266,6,0,0,0,3.2188758248682006,3,negative
9267,2,1,0,0,2.3978952727983707,0,negative
9268,3,1,0,0,2.8903717578961645,0,negative
9269,0,1,0,1,2.3978952727983707,1,positive
9270,7,3,0,0,3.4657359027997265,10,negative
9271,2,0,0,0,2.6390573296152584,1,negative
9272,6,0,0,0,2.8903717578961645,3,negative
9273,4,1,0,0,2.9444389791664403,4,negative
9274,7,1,0,0,3.2188758248682006,2,negative
9276,3,1,0,0,2.772588722239781,0,negative
9277,8,3,0,0,3.4965075614664802,2,negative
9282,2,0,0,0,3.1354942159291497,1,negative
9284,2,2,0,0,3.044522437723423,2,negative
9285,4,4,0,0,2.9444389791664403,0,negative
9286,3,1,0,1,3.044522437723423,2,positive
9288,1,2,0,0,2.302585092994046,2,negative
9289,5,1,0,0,3.4339872044851463,0,negative
9291,7,2,0,0,3.295836866004329,2,negative
9292,2,0,0,0,1.9459101490553132,0,negative
9293,5,4,0,1,3.091042453358316,1,negative
9294,5,1,1,0,3.295836866004329,3,negative
9295,2,3,0,0,3.4965075614664802,6,negative
9297,6,1,0,0,3.4011973816621555,4,negative
9298,5,1,0,0,3.1354942159291497,1,negative
9299,3,5,0,0,3.332204510175204,6,negative
9301,3,0,0,0,1.9459101490553132,1,negative
9302,5,0,0,0,3.295836866004329,6,negative
9303,3,3,0,0,3.2188758248682006,4,negative
9304,3,4,0,0,3.4965075614664802,3,negative
9305,1,0,0,0,2.302585092994046,1,positive
9306,4,0,0,0,2.70805020110221,2,negative
9310,2,1,0,0,2.995732273553991,2,negative
9312,3,3,0,0,2.6390573296152584,2,negative
9313,6,0,0,0,2.772588722239781,4,negative
9314,0,0,0,0,1.9459101490553132,2,positive
9315,1,1,0,0,1.9459101490553132,1,negative
9317,4,2,0,0,3.295836866004329,3,negative
9318,6,3,0,0,3.4339872044851463,7,negative
9319,3,2,0,1,3.332204510175204,2,negative
9320,1,3,0,0,3.1780538303479458,2,negative
9321,8,0,0,0,3.367295829986474,7,negative
9322,1,0,0,1,3.4657359027997265,2,negative
9323,8,3,1,1,3.5263605246161616,3,negative
9325,3,0,0,0,2.70805020110221,1,positive
9326,4,0,0,0,3.1354942159291497,4,negative
9327,2,0,0,0,1.0986122886681098,0,positive
9328,5,3,1,0,3.1780538303479458,1,negative
9329,7,2,1,0,3.044522437723423,1,negative
9330,6,7,0,0,3.332204510175204,5,negative
9332,5,0,0,0,3.1780538303479458,0,negative
9333,2,1,0,0,2.70805020110221,3,positive
9334,6,3,0,0,3.044522437723423,0,negative
9335,3,3,0,1,3.2188758248682006,2,negative
9336,4,2,0,0,3.044522437723423,0,positive
9337,7,1,0,0,3.4011973816621555,1,negative
9338,6,5,0,0,3.1780538303479458,2,negative
9339,2,5,0,0,3.332204510175204,2,negative
9340,2,0,1,1,2.3978952727983707,1,positive
9341,6,1,0,0,2.995732273553991,2,negative
9342,4,1,0,0,3.091042453358316,1,negative
9343,4,2,0,0,3.5263605246161616,1,negative
9346,3,2,0,0,3.1780538303479458,2,negative
9347,1,2,0,0,1.9459101490553132,1,negative
9348,2,2,0,0,3.258096538021482,3,negative
9349,8,2,0,0,3.2188758248682006,4,negative
9350,4,4,0,0,3.367295829986474,3,negative
9351,7,1,0,0,3.1780538303479458,4,negative
9353,6,6,0,1,3.295836866004329,3,positive
9355,4,4,1,0,3.2188758248682006,4,negative
9356,4,2,0,0,2.772588722239781,2,negative
9357,9,0,1,0,3.2188758248682006,6,negative
9358,1,6,0,0,3.367295829986474,4,negative
9359,3,2,0,0,3.2188758248682006,3,negative
9360,3,2,0,0,2.9444389791664403,2,negative
9362,3,2,0,1,2.833213344056216,1,positive
9363,6,4,0,0,3.295836866004329,4,negative
9364,6,4,0,0,3.332204510175204,5,negative
9365,0,0,0,0,2.0794415416798357,2,negative
9366,6,3,0,0,3.295836866004329,6,negative
9368,9,3,0,0,3.4657359027997265,2,negative
9369,2,4,1,0,3.258096538021482,2,negative
9371,7,3,0,0,3.367295829986474,6,negative
9372,6,4,0,0,3.2188758248682006,3,negative
9373,5,4,1,0,3.5553480614894135,2,negative
9376,3,5,0,1,3.2188758248682006,1,negative
9377,2,0,0,1,2.302585092994046,2,positive
9378,5,2,0,0,3.258096538021482,2,positive
9380,8,1,1,0,3.4011973816621555,6,negative
9381,7,6,0,1,3.4339872044851463,1,negative
9382,5,2,0,0,3.295836866004329,4,negative
9383,1,1,0,0,3.1780538303479458,4,negative
9385,6,3,0,0,3.1354942159291497,3,negative
9386,4,1,0,0,3.091042453358316,4,negative
9387,5,3,0,0,3.4657359027997265,4,negative
9388,7,0,0,0,3.332204510175204,5,negative
9389,5,4,0,0,3.2188758248682006,2,negative
9390,1,1,0,0,1.791759469228055,1,negative
9391,3,7,0,0,3.367295829986474,2,negative
9392,0,1,0,0,1.6094379124341003,0,negative
9393,4,3,0,0,3.1354942159291497,3,negative
9394,4,5,0,1,3.258096538021482,1,positive
9395,4,0,0,1,2.6390573296152584,2,positive
9396,6,1,0,0,3.258096538021482,5,negative
9397,8,3,1,0,3.1354942159291497,2,negative
9399,4,1,0,0,2.995732273553991,3,positive
9400,2,2,1,0,3.4965075614664802,0,negative
9401,1,0,0,0,1.791759469228055,2,negative
9402,2,1,0,0,3.295836866004329,0,negative
9403,3,1,1,0,3.2188758248682006,0,negative
9404,5,2,0,0,3.367295829986474,1,negative
9405,3,0,0,1,3.332204510175204,1,negative
9407,4,4,1,0,3.367295829986474,2,negative
9409,6,2,0,1,3.4657359027997265,2,negative
9410,4,1,0,0,3.1354942159291497,1,negative
9411,6,2,0,0,3.4339872044851463,0,negative
9413,4,0,1,0,2.772588722239781,1,negative
9414,6,1,1,1,3.4657359027997265,3,negative
9415,4,1,1,0,2.772588722239781,2,negative
9416,6,3,0,0,3.1780538303479458,0,negative
9417,4,2,0,0,3.1354942159291497,1,negative
9418,8,2,1,0,3.4011973816621555,2,negative
9419,4,1,1,1,3.258096538021482,1,negative
9420,5,0,0,0,3.258096538021482,5,negative
9421,8,4,0,0,3.258096538021482,1,negative
9422,5,3,1,0,3.2188758248682006,4,negative
9424,5,5,0,0,3.332204510175204,3,negative
9425,5,1,0,0,3.091042453358316,2,negative
9426,3,3,0,0,3.258096538021482,1,negative
9427,3,1,1,0,3.2188758248682006,3,negative
9428,10,5,0,1,3.1780538303479458,1,negative
9429,4,3,0,0,3.1780538303479458,2,negative
9430,5,2,0,0,3.4965075614664802,2,negative
9431,4,2,0,0,3.258096538021482,2,negative
9432,5,0,0,0,2.6390573296152584,1,negative
9433,8,2,0,0,3.4339872044851463,4,negative
9434,8,0,0,0,3.4339872044851463,7,negative
9435,3,1,0,0,3.8066624897703196,2,negative
9436,4,1,0,0,3.1780538303479458,5,negative
9437,6,1,0,0,3.332204510175204,1,negative
9438,5,0,0,1,3.332204510175204,4,negative
9439,7,0,0,1,3.258096538021482,0,negative
9440,2,5,0,0,2.833213344056216,1,negative
9441,6,4,0,0,3.332204510175204,2,negative
9442,3,0,0,0,2.302585092994046,1,negative
9443,3,2,0,1,3.091042453358316,1,negative
9444,4,2,0,0,3.367295829986474,1,negative
9445,8,0,1,0,3.1354942159291497,0,negative
9446,3,3,0,0,3.295836866004329,0,negative
9447,2,1,0,1,2.6390573296152584,2,negative
9448,5,2,0,0,3.2188758248682006,1,negative
9449,7,0,0,0,3.044522437723423,1,negative
9450,5,1,1,0,2.9444389791664403,0,negative
9451,5,5,0,0,3.4011973816621555,0,negative
9452,8,4,0,0,3.295836866004329,3,negative
9453,1,1,0,1,2.6390573296152584,2,positive
9454,6,1,0,0,3.295836866004329,2,negative
9455,4,0,0,0,2.833213344056216,2,negative
9456,5,0,0,0,3.1780538303479458,1,negative
9457,10,3,0,0,3.2188758248682006,1,negative
9459,4,4,1,0,3.1780538303479458,0,negative
9460,7,3,1,0,3.295836866004329,0,negative
9461,4,0,0,0,2.70805020110221,2,positive
9462,5,1,0,0,3.1780538303479458,3,negative
9463,2,0,0,1,2.0794415416798357,1,positive
9464,1,2,0,0,2.0794415416798357,1,negative
9465,2,1,1,1,2.5649493574615367,1,negative
9466,6,2,0,0,3.367295829986474,4,negative
9467,11,3,0,0,3.258096538021482,1,negative
9468,7,4,0,0,3.4339872044851463,6,negative
9469,3,2,0,0,3.332204510175204,2,negative
9470,1,2,0,0,1.791759469228055,0,negative
9472,3,2,0,1,2.8903717578961645,3,positive
9473,4,3,0,0,3.4011973816621555,2,negative
9474,11,3,0,0,3.4965075614664802,2,negative
9475,6,4,0,0,3.258096538021482,2,negative
9476,7,0,1,0,3.044522437723423,4,negative
9477,6,2,0,0,3.258096538021482,3,negative
9478,4,1,0,0,3.332204510175204,2,negative
9480,8,3,0,0,3.4339872044851463,4,negative
9481,2,1,0,0,2.5649493574615367,0,negative
9482,5,4,0,0,2.9444389791664403,0,negative
9483,6,4,0,0,3.332204510175204,0,negative
9484,6,2,0,1,2.8903717578961645,3,negative
9488,7,2,0,0,3.295836866004329,5,negative
9489,2,2,0,0,2.1972245773362196,1,negative
9490,3,0,0,1,2.9444389791664403,2,positive
9491,4,1,0,0,2.9444389791664403,2,negative
9492,5,1,0,0,3.367295829986474,1,negative
9493,4,1,0,1,2.995732273553991,2,negative
9495,7,1,0,0,3.332204510175204,3,negative
9496,0,0,0,1,2.70805020110221,2,negative
9497,7,1,0,0,3.4657359027997265,6,negative
9498,5,2,0,0,3.5553480614894135,5,negative
9499,5,0,0,1,3.1780538303479458,1,negative
9500,4,0,0,0,2.833213344056216,2,positive
9502,1,0,0,1,2.4849066497880004,1,positive
9503,0,0,0,0,1.3862943611198906,0,positive
9504,3,1,0,1,2.995732273553991,2,negative
9505,3,1,0,1,2.5649493574615367,2,negative
9506,4,2,0,0,2.995732273553991,2,negative
9507,3,2,0,0,3.4011973816621555,2,negative
9509,0,1,0,1,2.302585092994046,0,negative
9510,9,2,0,0,3.295836866004329,1,negative
9511,4,3,0,0,2.772588722239781,1,negative
9512,3,2,0,1,3.258096538021482,2,positive
9513,5,3,0,0,3.367295829986474,3,negative
9514,2,0,1,0,1.791759469228055,2,negative
9515,2,0,0,0,2.1972245773362196,2,negative
9516,4,3,0,0,3.044522437723423,3,negative
9518,4,3,1,0,3.4011973816621555,3,negative
9519,5,3,0,0,3.2188758248682006,0,negative
9520,6,2,0,0,3.4339872044851463,2,negative
9521,4,1,0,0,3.091042453358316,0,negative
9522,7,3,0,0,3.044522437723423,2,negative
9523,3,3,0,0,3.367295829986474,4,negative
9524,4,1,0,1,3.091042453358316,0,positive
9525,7,4,0,0,3.2188758248682006,4,negative
9526,4,5,0,0,3.4965075614664802,5,negative
9527,6,0,0,0,3.258096538021482,3,negative
9528,7,0,1,0,3.5553480614894135,3,negative
9529,2,3,0,0,3.044522437723423,2,negative
9530,8,1,0,0,3.091042453358316,1,negative
9531,2,1,0,0,2.995732273553991,3,negative
9532,7,4,0,0,3.367295829986474,3,negative
9534,4,2,1,0,3.2188758248682006,2,negative
9535,2,1,0,0,1.9459101490553132,1,negative
9536,2,3,0,0,2.6390573296152584,1,negative
9537,3,3,1,0,3.5263605246161616,0,negative
9538,6,2,1,0,3.4657359027997265,1,negative
9540,8,3,0,1,3.1780538303479458,1,negative
9541,6,2,0,0,2.9444389791664403,0,negative
9542,1,0,0,1,2.4849066497880004,1,negative
9543,5,6,0,0,3.4011973816621555,4,negative
9544,7,0,0,0,2.9444389791664403,0,negative
9545,1,1,0,0,3.258096538021482,1,negative
9546,4,2,0,0,3.367295829986474,3,negative
9547,10,1,1,0,3.044522437723423,0,negative
9548,8,3,0,0,3.258096538021482,1,negative
9549,3,3,0,0,3.1780538303479458,1,negative
9550,6,0,0,1,3.1354942159291497,0,negative
9551,8,3,0,0,3.332204510175204,4,negative
9552,5,1,1,0,2.70805020110221,3,negative
9553,1,2,0,1,2.995732273553991,2,negative
9554,2,2,0,1,3.4011973816621555,1,negative
9555,3,2,1,0,3.2188758248682006,1,negative
9556,7,1,0,1,3.4011973816621555,3,negative
9557,3,3,1,0,3.044522437723423,1,negative
9558,4,2,0,0,3.4657359027997265,6,negative
9559,1,0,0,1,1.791759469228055,0,positive
